evaluation,mape
2.000000000000000000e+00,9.756366850755013864e-01
1.000000000000000000e+01,6.464759467355467581e-01
2.000000000000000000e+01,5.563417665074942287e-01
3.000000000000000000e+01,5.128178039618770390e-01
4.000000000000000000e+01,2.535229205312012346e-01
5.000000000000000000e+01,2.429585827138076581e-01
6.000000000000000000e+01,1.014648631269360057e-01
7.000000000000000000e+01,1.062147527884245574e-01
8.000000000000000000e+01,1.079275084834184217e-01
9.000000000000000000e+01,1.057941888070793174e-01
1.000000000000000000e+02,7.361870729021059712e-02
