evaluation,mape
2.000000000000000000e+00,9.600665141422318749e-01
1.000000000000000000e+01,7.922270687310336568e-01
2.000000000000000000e+01,3.147850317528773645e-01
3.000000000000000000e+01,2.110861085656918212e-01
4.000000000000000000e+01,4.803338236145052176e-02
5.000000000000000000e+01,3.384712357452616949e-02
6.000000000000000000e+01,3.447184664913491986e-02
7.000000000000000000e+01,4.939914763524869135e-02
8.000000000000000000e+01,3.273660564824171226e-02
9.000000000000000000e+01,2.324537792173401313e-02
1.000000000000000000e+02,1.531970283033951691e-02
