evaluation,mape
2.000000000000000000e+00,9.289118275852061846e-01
1.000000000000000000e+01,5.489530933925632628e-01
2.000000000000000000e+01,1.843267032012053941e-01
3.000000000000000000e+01,2.085999789014285344e-01
4.000000000000000000e+01,1.812604044657741276e-01
5.000000000000000000e+01,2.011286714171421075e-01
6.000000000000000000e+01,1.404700731910612510e-01
7.000000000000000000e+01,1.189357267893784709e-01
8.000000000000000000e+01,1.216507385844752126e-01
9.000000000000000000e+01,3.802444836137087308e-02
1.000000000000000000e+02,3.975234567143005882e-02
