evaluation,mape
2.000000000000000000e+00,2.442975529595673712e-01
1.000000000000000000e+01,4.544525666915447681e-01
2.000000000000000000e+01,5.351571622735612488e-01
3.000000000000000000e+01,1.877441112775976306e-01
4.000000000000000000e+01,1.800394422653777693e-01
5.000000000000000000e+01,1.793099874950069561e-01
6.000000000000000000e+01,1.828263303460904154e-01
7.000000000000000000e+01,1.857127697183273418e-01
8.000000000000000000e+01,1.350163791148847048e-01
9.000000000000000000e+01,1.384671589246700973e-01
1.000000000000000000e+02,9.839966304114126927e-02
