evaluation,mape
2.000000000000000000e+00,9.949197072826655441e-01
1.000000000000000000e+01,9.968439636059523989e-01
2.000000000000000000e+01,9.699299256617227583e-01
3.000000000000000000e+01,1.995736694177760728e-01
4.000000000000000000e+01,9.907967355835772816e-02
5.000000000000000000e+01,1.059083067734223893e-01
6.000000000000000000e+01,4.826148984011680021e-03
7.000000000000000000e+01,4.614416425709257433e-03
8.000000000000000000e+01,3.395468121128106254e-03
9.000000000000000000e+01,3.359830408339551256e-03
1.000000000000000000e+02,1.313569635347644395e-03
