evaluation,mape
2.000000000000000000e+00,8.604120565501505169e-01
1.000000000000000000e+01,8.686733234730530384e-01
2.000000000000000000e+01,7.909353297462259347e-01
3.000000000000000000e+01,1.611028259698535636e-01
4.000000000000000000e+01,1.530875637134067498e-02
5.000000000000000000e+01,7.945627268061456958e-03
6.000000000000000000e+01,9.401087898479945637e-03
7.000000000000000000e+01,1.165387134764917995e-02
8.000000000000000000e+01,1.214208291307699444e-02
9.000000000000000000e+01,7.030857431517663347e-03
1.000000000000000000e+02,7.088281696583350992e-03
