evaluation,mape
2.000000000000000000e+00,9.558071138227361985e-01
1.000000000000000000e+01,9.785218977794489792e-01
2.000000000000000000e+01,9.848723505781313836e-01
3.000000000000000000e+01,9.869309587038564979e-01
4.000000000000000000e+01,9.898495767735563389e-01
5.000000000000000000e+01,9.903171118197030554e-01
6.000000000000000000e+01,9.925772515350895775e-01
7.000000000000000000e+01,9.917899024042939882e-01
8.000000000000000000e+01,9.920062978584418545e-01
9.000000000000000000e+01,9.917782785715538729e-01
1.000000000000000000e+02,9.918561729768754498e-01
