evaluation,mape
2.000000000000000000e+00,9.587033400301536723e-01
1.000000000000000000e+01,9.259659109754942996e-01
2.000000000000000000e+01,2.452375869092869587e-01
3.000000000000000000e+01,2.369711904998085539e-01
4.000000000000000000e+01,1.531393357406358458e-01
5.000000000000000000e+01,1.198947493220135219e-01
6.000000000000000000e+01,1.208720599863872119e-01
7.000000000000000000e+01,1.233601594760101727e-01
8.000000000000000000e+01,1.303241821541001877e-01
9.000000000000000000e+01,1.360750440083410562e-01
1.000000000000000000e+02,1.415751099202088303e-01
