evaluation,mape
2.000000000000000000e+00,8.796881978122020884e-01
1.000000000000000000e+01,7.128164677723540787e-01
2.000000000000000000e+01,2.603539846374325339e-01
3.000000000000000000e+01,3.001536708664209741e-01
4.000000000000000000e+01,4.236087448112446641e-01
5.000000000000000000e+01,4.637701170613125479e-01
6.000000000000000000e+01,4.726478133773404089e-01
7.000000000000000000e+01,4.762117908053877247e-01
8.000000000000000000e+01,4.647160035967473068e-01
9.000000000000000000e+01,4.645989060898276235e-01
1.000000000000000000e+02,4.552004109087956496e-01
