evaluation,mape
2.000000000000000000e+00,5.791326532443186181e-01
1.000000000000000000e+01,5.955634170803530969e-01
2.000000000000000000e+01,2.827927660808469135e-01
3.000000000000000000e+01,3.076848008289361225e-01
4.000000000000000000e+01,3.007671948522927519e-01
5.000000000000000000e+01,2.854188051669738768e-01
6.000000000000000000e+01,2.072182519553865954e-01
7.000000000000000000e+01,1.955788796995774070e-01
8.000000000000000000e+01,9.006057262503894267e-02
9.000000000000000000e+01,7.816115010530227947e-02
1.000000000000000000e+02,7.793876196670107559e-02
