evaluation,mape
2.000000000000000000e+00,9.740083842888637156e-01
1.000000000000000000e+01,8.298697291208955162e-01
2.000000000000000000e+01,9.087424806718690240e-01
3.000000000000000000e+01,2.831335692251884528e-01
4.000000000000000000e+01,2.449741323894289446e-01
5.000000000000000000e+01,1.911209447847083687e-01
6.000000000000000000e+01,1.928398818045585772e-01
7.000000000000000000e+01,2.193429062536949581e-01
8.000000000000000000e+01,2.210416809768412927e-01
9.000000000000000000e+01,2.193446762508469428e-01
1.000000000000000000e+02,2.179247808771255235e-01
