controllable,dynamic,output
-6.496199607849121094e+00,-4.789319074179544167e+00,-4.003119659423828125e+01
-6.496199607849121094e+00,-6.890065348921217137e+00,-4.172096633911132812e+01
-6.496199607849121094e+00,-5.616548110768752267e+00,-4.230932235717773438e+01
-6.496199607849121094e+00,-3.918971956264082124e+00,-4.071543884277343750e+01
-6.496199607849121094e+00,-8.786057481446691853e+00,-4.435160827636718750e+01
-6.496199607849121094e+00,-6.424092972673253854e+00,-4.328936004638671875e+01
-6.496199607849121094e+00,-6.606031946078657846e+00,-4.254772567749023438e+01
-6.496199607849121094e+00,-4.497031665735765849e+00,-4.055694961547851562e+01
-6.496199607849121094e+00,-3.808054488448884278e+00,-4.047752761840820312e+01
-6.496199607849121094e+00,-5.289446164396435890e+00,-4.066439819335937500e+01
-6.496199607849121094e+00,-8.256044762591294273e+00,-4.760410308837890625e+01
-6.496199607849121094e+00,-8.022524692048117245e+00,-4.788464736938476562e+01
-6.496199607849121094e+00,-5.950113578938594827e+00,-4.373477935791015625e+01
-6.496199607849121094e+00,-7.296342249105043365e+00,-4.288382720947265625e+01
-6.496199607849121094e+00,-4.052285262801961885e+00,-4.089522933959960938e+01
-6.496199607849121094e+00,-7.086611801722791704e+00,-4.187753295898437500e+01
-6.496199607849121094e+00,-8.188869897206576098e+00,-4.781867218017578125e+01
-6.496199607849121094e+00,-9.023737646302450344e+00,-4.400370407104492188e+01
-6.496199607849121094e+00,-7.746560987923800212e+00,-4.655947875976562500e+01
-6.496199607849121094e+00,-9.914027063109207560e+00,-5.246981811523437500e+01
-6.496199607849121094e+00,-6.090833946038388014e+00,-4.393671798706054688e+01
-6.496199607849121094e+00,-6.498124541705891488e+00,-4.299642181396484375e+01
-6.496199607849121094e+00,-4.640467885280682658e+00,-4.027327346801757812e+01
-6.496199131011962891e+00,-8.597045142425981723e+00,-4.548597717285156250e+01
-6.496199607849121094e+00,-7.126243526391130345e+00,-4.200269317626953125e+01
-6.496199607849121094e+00,-4.201362681799495569e+00,-4.093344116210937500e+01
-6.496199607849121094e+00,-3.281372969610286461e+00,-3.907049942016601562e+01
-6.496199607849121094e+00,-9.211085603301249591e+00,-4.492247772216796875e+01
-6.496199607849121094e+00,-3.524689710450635616e+00,-3.968416976928710938e+01
-6.496199607849121094e+00,-5.687616511413546405e+00,-4.268507003784179688e+01
-6.496199607849121094e+00,-7.440595312260321670e+00,-4.398127365112304688e+01
-6.496199607849121094e+00,-6.279741711516466651e+00,-4.374017715454101562e+01
-6.496199607849121094e+00,-8.454393460330267729e+00,-4.649401092529296875e+01
-6.496199607849121094e+00,-4.938396316592085000e+00,-3.993987655639648438e+01
-6.496199607849121094e+00,-9.823227244805496028e+00,-5.180791091918945312e+01
-6.496199607849121094e+00,-3.340683942591633482e+00,-3.919911575317382812e+01
-6.496199607849121094e+00,-8.733715472466615282e+00,-4.461383819580078125e+01
-6.496199607849121094e+00,-9.658395172911957260e+00,-5.005994033813476562e+01
-6.496199607849121094e+00,-4.259835286582156044e+00,-4.090110015869140625e+01
-6.496199607849121094e+00,-9.554709674300838174e+00,-4.875460433959960938e+01
-6.496199607849121094e+00,-9.444322625045266761e+00,-4.734865188598632812e+01
-6.496199607849121094e+00,-5.369205295876978035e+00,-4.101203155517578125e+01
-6.496199131011962891e+00,-3.649185481406655107e+00,-4.004678344726562500e+01
-6.496199607849121094e+00,-6.848213378042855126e+00,-4.177964782714843750e+01
-6.496199607849121094e+00,-9.106762742341512507e+00,-4.427730560302734375e+01
-6.496199607849121094e+00,-7.651498065913608926e+00,-4.580399322509765625e+01
-6.496199607849121094e+00,-5.143382930376729334e+00,-4.019173431396484375e+01
-6.496199607849121094e+00,-4.855610739284278665e+00,-3.996664047241210938e+01
-6.496199607849121094e+00,-7.905264480957225892e+00,-4.751928329467773438e+01
-6.496199607849121094e+00,-5.865200859616977347e+00,-4.347653579711914062e+01
