evaluation,mae
2.000000000000000000e+00,3.222242420196533175e+01
1.000000000000000000e+01,3.292761449813842489e+01
2.000000000000000000e+01,2.959095989227294865e+01
3.000000000000000000e+01,2.948758857727050753e+01
4.000000000000000000e+01,2.969270069122314482e+01
5.000000000000000000e+01,3.038311231613159080e+01
6.000000000000000000e+01,2.964692703247070327e+01
7.000000000000000000e+01,2.916364183425903178e+01
8.000000000000000000e+01,2.910556266784668011e+01
9.000000000000000000e+01,2.924945638656616254e+01
1.000000000000000000e+02,2.917616048812866225e+01
