controllable,dynamic,output
-4.935591910987426445e+00,9.462459315749356392e-01,8.639972411803233499e+00
-5.975206851959228516e+00,9.941487908363342285e-01,3.233286666870117188e+01
-5.977905273437500000e+00,1.754172444343566895e+00,3.245039749145507812e+01
-5.976819038391113281e+00,4.588904082775115967e-01,3.239227294921875000e+01
-5.976852893829345703e+00,1.662610054016113281e+00,3.241216278076171875e+01
-5.976890563964843750e+00,8.885057568550109863e-01,3.236580657958984375e+01
-5.976987838745117188e+00,7.778323888778686523e-01,3.237030792236328125e+01
-5.976963996887207031e+00,-2.777366936206817627e-01,3.255226516723632812e+01
-5.977108955383300781e+00,5.568154901266098022e-02,3.248021316528320312e+01
-5.977070808410644531e+00,-6.553725004196166992e-01,3.258518600463867188e+01
-5.977423667907714844e+00,4.732364118099212646e-01,3.240190887451171875e+01
-5.977137088775634766e+00,-9.666681885719299316e-01,3.261210632324218750e+01
-5.977466583251953125e+00,1.132682412862777710e-01,3.247273254394531250e+01
-5.977631568908691406e+00,2.810432314872741699e-01,3.243784713745117188e+01
-5.977391719818115234e+00,-1.146963611245155334e-01,3.252738571166992188e+01
-5.977661609649658203e+00,1.315164446830749512e+00,3.238731384277343750e+01
-5.978619575500488281e+00,3.245682120323181152e-01,3.244817733764648438e+01
-5.979139804840087891e+00,6.130647063255310059e-01,3.242024612426757812e+01
-5.977304935455322266e+00,-7.170575857162475586e-01,3.259123611450195312e+01
-5.976893424987792969e+00,-1.822512894868850708e-01,3.253280639648437500e+01
-5.977656841278076172e+00,1.180835127830505371e+00,3.238181686401367188e+01
-5.955291271209716797e+00,7.515665888786315918e-02,3.205328369140625000e+01
-5.991847038269042969e+00,1.173845887184143066e+00,3.264930343627929688e+01
-6.012140274047851562e+00,4.454741477966308594e-01,3.305107498168945312e+01
-5.992465019226074219e+00,1.562122225761413574e+00,3.269034576416015625e+01
-6.019593715667724609e+00,8.794540166854858398e-01,3.315580368041992188e+01
-6.027272701263427734e+00,8.799231052398681641e-02,3.339451217651367188e+01
-6.016553878784179688e+00,-1.045656323432922363e+00,3.336317825317382812e+01
-6.012565612792968750e+00,-2.010788917541503906e+00,3.416125106811523438e+01
-6.018044948577880859e+00,-1.695660591125488281e+00,3.393928909301757812e+01
-6.015063285827636719e+00,-2.888680934906005859e+00,3.404716110229492188e+01
-6.018847465515136719e+00,-2.475457906723022461e+00,3.430295181274414062e+01
-6.044765472412109375e+00,-1.147101163864135742e+00,3.389975357055664062e+01
-6.029626369476318359e+00,-2.190469741821289062e+00,3.455020141601562500e+01
-6.051903247833251953e+00,-1.322413802146911621e+00,3.413480377197265625e+01
-6.050924777984619141e+00,-1.611944556236267090e+00,3.441479492187500000e+01
-6.062167167663574219e+00,-1.181495189666748047e+00,3.421190643310546875e+01
-6.069145679473876953e+00,-4.136812984943389893e-01,3.421053695678710938e+01
-6.071785926818847656e+00,-7.860125303268432617e-01,3.427080535888671875e+01
-6.059464931488037109e+00,-2.070717573165893555e+00,3.501724624633789062e+01
-6.052654743194580078e+00,-3.286667823791503906e+00,3.509714126586914062e+01
-6.057233333587646484e+00,-3.560325860977172852e+00,3.588050079345703125e+01
-6.075572967529296875e+00,-2.669688463211059570e+00,3.516013717651367188e+01
-6.080840110778808594e+00,-2.851872205734252930e+00,3.517325973510742188e+01
-6.077447891235351562e+00,-3.537350177764892578e+00,3.614731216430664062e+01
-6.081998348236083984e+00,-3.911452531814575195e+00,3.720156478881835938e+01
-6.082773685455322266e+00,-4.547584056854248047e+00,3.696966552734375000e+01
-6.088782310485839844e+00,-4.191385269165039062e+00,3.754449081420898438e+01
-6.116069316864013672e+00,-2.835564374923706055e+00,3.572292327880859375e+01
-6.113920211791992188e+00,-3.358773708343505859e+00,3.623753356933593750e+01
-6.123091220855712891e+00,-2.384948015213012695e+00,3.604843139648437500e+01
-6.120543479919433594e+00,-3.565327882766723633e+00,3.689672088623046875e+01
-6.123748302459716797e+00,-3.789579153060913086e+00,3.757379913330078125e+01
-6.140473365783691406e+00,-2.653995513916015625e+00,3.615609741210937500e+01
-6.140143394470214844e+00,-1.874719023704528809e+00,3.610704421997070312e+01
-6.147291660308837891e+00,-1.681433558464050293e+00,3.598936843872070312e+01
-6.127568721771240234e+00,-2.154545038938522339e-01,3.508769989013671875e+01
-6.146373748779296875e+00,-5.080329775810241699e-01,3.539268112182617188e+01
-6.124398708343505859e+00,6.507220864295959473e-01,3.487654876708984375e+01
-6.110594272613525391e+00,1.730928301811218262e+00,3.472226715087890625e+01
-6.156972408294677734e+00,3.056405484676361084e-01,3.538089370727539062e+01
-6.161640167236328125e+00,3.918993771076202393e-01,3.542853546142578125e+01
-6.155911922454833984e+00,9.694488048553466797e-01,3.531269454956054688e+01
-6.184853076934814453e+00,-7.670370489358901978e-02,3.583568954467773438e+01
-6.204360961914062500e+00,-1.075303792953491211e+00,3.620351791381835938e+01
-6.209489822387695312e+00,-5.760439634323120117e-01,3.620556259155273438e+01
-6.215101718902587891e+00,-3.313760161399841309e-01,3.625029754638671875e+01
-6.231062412261962891e+00,-1.093069076538085938e+00,3.651443481445312500e+01
-6.233804225921630859e+00,-2.727265954017639160e-01,3.644956207275390625e+01
-6.248905658721923828e+00,-5.360794067382812500e-01,3.663613891601562500e+01
-6.256975650787353516e+00,-1.780551671981811523e-01,3.667139434814453125e+01
-6.238008499145507812e+00,1.016860485076904297e+00,3.630962753295898438e+01
-6.286001682281494141e+00,8.966451138257980347e-02,3.687858963012695312e+01
-6.310225009918212891e+00,-3.976783156394958496e-01,3.717971038818359375e+01
-6.327537536621093750e+00,-1.660765707492828369e-01,3.727107620239257812e+01
-6.335258483886718750e+00,-1.574364304542541504e+00,3.782986450195312500e+01
-6.345032215118408203e+00,-2.090449094772338867e+00,3.840716934204101562e+01
-6.380462169647216797e+00,-1.149661064147949219e+00,3.773124313354492188e+01
-6.389597892761230469e+00,-1.170616388320922852e+00,3.778537368774414062e+01
-6.368147373199462891e+00,-2.591836690902709961e+00,3.845740890502929688e+01
-6.360767841339111328e+00,-2.963590860366821289e+00,3.830625915527343750e+01
-6.321337223052978516e+00,-3.722646951675415039e+00,3.960144424438476562e+01
-6.315843105316162109e+00,-4.413395404815673828e+00,4.001404953002929688e+01
-6.333890438079833984e+00,-4.574078559875488281e+00,3.984015655517578125e+01
-6.372008323669433594e+00,-3.839475631713867188e+00,4.021986007690429688e+01
-6.379282474517822266e+00,-4.151330947875976562e+00,4.064595794677734375e+01
-6.452979087829589844e+00,-3.241889715194702148e+00,3.895402908325195312e+01
-6.444011211395263672e+00,-2.025208473205566406e+00,3.879930496215820312e+01
-6.470631599426269531e+00,-2.454861164093017578e+00,3.887278747558593750e+01
-6.479980945587158203e+00,-2.636391878128051758e+00,3.877753829956054688e+01
-6.415214061737060547e+00,-4.075914859771728516e+00,4.077128219604492188e+01
-6.488893032073974609e+00,-3.181469440460205078e+00,3.889331054687500000e+01
-6.473301887512207031e+00,-2.739015579223632812e+00,3.871643447875976562e+01
-6.483296394348144531e+00,-2.298832416534423828e+00,3.893275070190429688e+01
-6.518669128417968750e+00,-1.035420536994934082e+00,3.796399307250976562e+01
-6.495743274688720703e+00,-1.029717206954956055e+00,3.797330856323242188e+01
-6.476984977722167969e+00,-1.740390211343765259e-01,3.787325668334960938e+01
-6.472905635833740234e+00,6.525998115539550781e-01,3.771304702758789062e+01
-6.504808902740478516e+00,-4.621603488922119141e-01,3.792200851440429688e+01
-6.510391712188720703e+00,-1.250730752944946289e+00,3.807411193847656250e+01
