evaluation,mae
2.000000000000000000e+00,2.880448434829711957e+01
1.000000000000000000e+01,7.424860572814941051e+00
2.000000000000000000e+01,6.573976631164550888e+00
3.000000000000000000e+01,4.473423767089843572e+00
4.000000000000000000e+01,4.375884132385253977e+00
5.000000000000000000e+01,2.876649780273437429e+00
6.000000000000000000e+01,2.324623107910156250e+00
7.000000000000000000e+01,2.229377365112304776e+00
8.000000000000000000e+01,2.118084106445312642e+00
9.000000000000000000e+01,2.053696212768554741e+00
1.000000000000000000e+02,1.955874252319335982e+00
