evaluation,mae
2.000000000000000000e+00,2.998631761550903363e+01
1.000000000000000000e+01,2.968749379158019863e+01
2.000000000000000000e+01,2.600370800971984764e+01
3.000000000000000000e+01,2.545047687530517422e+01
4.000000000000000000e+01,2.396629404067993008e+01
5.000000000000000000e+01,2.186953639984130859e+01
6.000000000000000000e+01,2.173045570373535185e+01
7.000000000000000000e+01,2.152147121429443288e+01
8.000000000000000000e+01,2.116497817993164077e+01
9.000000000000000000e+01,2.087525264739990405e+01
1.000000000000000000e+02,2.074019012451172017e+01
