evaluation,mae
2.000000000000000000e+00,2.740019401550292955e+01
1.000000000000000000e+01,1.296486272811889684e+01
2.000000000000000000e+01,1.137268974304199176e+01
3.000000000000000000e+01,8.978377876281738779e+00
4.000000000000000000e+01,6.526788520812988104e+00
5.000000000000000000e+01,4.592359352111816229e+00
6.000000000000000000e+01,3.557407073974609535e+00
7.000000000000000000e+01,2.602680816650390749e+00
8.000000000000000000e+01,1.371977539062499973e+00
9.000000000000000000e+01,5.357923889160156605e-01
1.000000000000000000e+02,2.098038482666015614e-01
