evaluation,mae
2.000000000000000000e+00,2.896648277282714901e+01
1.000000000000000000e+01,1.700829406738281335e+01
2.000000000000000000e+01,1.583785490036010657e+01
3.000000000000000000e+01,1.434898403167724545e+01
4.000000000000000000e+01,1.103600994110107436e+01
5.000000000000000000e+01,1.092636512756347678e+01
6.000000000000000000e+01,9.238200492858887003e+00
7.000000000000000000e+01,8.613360595703124289e+00
8.000000000000000000e+01,7.784779548645019531e+00
9.000000000000000000e+01,7.162199821472167827e+00
1.000000000000000000e+02,6.283216819763183913e+00
