evaluation,mae
2.000000000000000000e+00,3.067239838600158564e+01
1.000000000000000000e+01,2.698953011512756461e+01
2.000000000000000000e+01,2.640071226119995274e+01
3.000000000000000000e+01,2.400884805679321232e+01
4.000000000000000000e+01,2.200613613128662038e+01
5.000000000000000000e+01,2.126255096435546932e+01
6.000000000000000000e+01,2.094431884765624829e+01
7.000000000000000000e+01,2.085136981964111413e+01
8.000000000000000000e+01,2.082629039764404411e+01
9.000000000000000000e+01,2.077117126464843722e+01
1.000000000000000000e+02,2.067066989898681584e+01
