evaluation,mae
2.000000000000000000e+00,2.694235836029052678e+01
1.000000000000000000e+01,1.091631847381591847e+01
2.000000000000000000e+01,9.182831420898438068e+00
3.000000000000000000e+01,6.494454193115234197e+00
4.000000000000000000e+01,3.975362854003906321e+00
5.000000000000000000e+01,1.974083786010742081e+00
6.000000000000000000e+01,1.344571151733398473e+00
7.000000000000000000e+01,8.356337738037109553e-01
8.000000000000000000e+01,4.181069946289062700e-01
9.000000000000000000e+01,1.573252105712890647e-01
1.000000000000000000e+02,4.334663391113281056e-02
