controllable,dynamic,output
-6.496199607849121094e+00,3.757066758326528699e+00,-3.859955596923828125e+01
-6.496199131011962891e+00,-2.590951778487120549e+00,-3.881058883666992188e+01
-6.496199607849121094e+00,3.255901233905387215e-01,-3.776531219482421875e+01
-6.496199607849121094e+00,3.463577314630850168e+00,-3.826260375976562500e+01
-6.496199607849121094e+00,-1.074768112487349825e+00,-3.798800277709960938e+01
-6.496199607849121094e+00,-2.887427089417368364e+00,-3.868899917602539062e+01
-6.496199607849121094e+00,5.808743174842941670e+00,-4.047920608520507812e+01
-6.496199607849121094e+00,-1.995446211819826843e+00,-3.883682632446289062e+01
-6.496199607849121094e+00,3.924985823672235696e-01,-3.775368881225585938e+01
-6.496199607849121094e+00,-3.704655239872834294e+00,-4.020500946044921875e+01
-6.496199131011962891e+00,1.114038826868831933e+00,-3.771610641479492188e+01
-6.496199607849121094e+00,4.870968456745849551e+00,-3.868974304199218750e+01
-6.496199607849121094e+00,-5.795847880637786886e+00,-4.320141220092773438e+01
-6.496199131011962891e+00,-4.413691182740180352e+00,-4.070820236206054688e+01
-6.496199607849121094e+00,5.300183555527311796e+00,-3.910946655273437500e+01
-6.496199607849121094e+00,-5.017134966079625613e+00,-3.997977828979492188e+01
-6.496199607849121094e+00,1.998525607005463556e+00,-3.783990097045898438e+01
-6.496199607849121094e+00,-7.126352859102849102e+00,-4.200308227539062500e+01
-6.496199607849121094e+00,3.383335617302780207e+00,-3.818418121337890625e+01
-6.496199607849121094e+00,6.900181928646540896e+00,-3.994408035278320312e+01
-6.496199607849121094e+00,7.115858199884231183e+00,-4.012957763671875000e+01
-6.496199607849121094e+00,-3.381893407154992648e+00,-3.929779815673828125e+01
-6.496199607849121094e+00,-1.179829485476840745e+00,-3.803532028198242188e+01
-6.496199607849121094e+00,2.681405600325726724e+00,-3.793264389038085938e+01
-6.496199607849121094e+00,-4.631655125440818921e-01,-3.792369842529296875e+01
-6.496199607849121094e+00,4.093786525703077217e+00,-3.889881896972656250e+01
-6.496199607849121094e+00,-5.644473432255940892e+00,-4.245915603637695312e+01
-6.496199607849121094e+00,-6.099143762789182688e+00,-4.393922042846679688e+01
-6.496199607849121094e+00,-1.901745386330029319e-01,-3.788466644287109375e+01
-6.496199607849121094e+00,7.490678220113126784e+00,-4.162630462646484375e+01
-6.496199607849121094e+00,4.438848777446155580e+00,-3.889448547363281250e+01
-6.496199607849121094e+00,-5.289704566157764631e+00,-4.066543579101562500e+01
-6.496199607849121094e+00,4.954547539885295393e+00,-3.869764328002929688e+01
-6.496199607849121094e+00,-4.109125685486921142e+00,-4.093069458007812500e+01
-6.496199607849121094e+00,-2.355588428597919837e+00,-3.892510986328125000e+01
-6.496199607849121094e+00,5.661949417397659445e+00,-4.008364486694335938e+01
-6.496199607849121094e+00,-6.749176822699455514e+00,-4.202144241333007812e+01
-6.496199607849121094e+00,-6.516944059215760809e+00,-4.291860961914062500e+01
-6.496199607849121094e+00,1.591978709274181725e+00,-3.775124359130859375e+01
-6.496199607849121094e+00,-1.515994319713712457e+00,-3.831866455078125000e+01
-6.496199607849121094e+00,-5.969453602883056931e-01,-3.793045425415039062e+01
-6.496199607849121094e+00,-3.244347735930094068e+00,-3.899905395507812500e+01
-6.496199607849121094e+00,7.902560769754128245e+00,-4.360171890258789062e+01
-6.496199607849121094e+00,6.610496009579534871e+00,-4.033164978027343750e+01
-6.496199607849121094e+00,9.584263273353776924e-01,-3.771537780761718750e+01
-6.496199607849121094e+00,-4.763121828491639675e+00,-4.006549453735351562e+01
-6.496199607849121094e+00,1.320544671017335858e+00,-3.772318649291992188e+01
-6.496199607849121094e+00,3.020579127320152324e+00,-3.797070693969726562e+01
-6.496199607849121094e+00,2.301476016573849037e+00,-3.790497970581054688e+01
-6.496199607849121094e+00,6.222849147003264747e+00,-4.092452239990234375e+01
