evaluation,mae
2.000000000000000000e+00,2.899028291702270366e+01
1.000000000000000000e+01,1.779838760375976392e+01
2.000000000000000000e+01,1.665576280593872127e+01
3.000000000000000000e+01,1.445140609741210902e+01
4.000000000000000000e+01,1.021345211029052713e+01
5.000000000000000000e+01,9.535520782470703338e+00
6.000000000000000000e+01,7.053536338806152273e+00
7.000000000000000000e+01,6.631921272277832458e+00
8.000000000000000000e+01,6.277248573303222834e+00
9.000000000000000000e+01,5.961264648437500036e+00
1.000000000000000000e+02,5.522349433898925852e+00
