controllable,dynamic,output
-6.496199607849121094e+00,-8.991795623054454012e+00,-4.395605468750000000e+01
-6.496199607849121094e+00,-2.741290517413927930e+00,-3.872679138183593750e+01
-6.496199607849121094e+00,-5.672652583133058535e+00,-4.260764694213867188e+01
-6.496199607849121094e+00,-2.578419587742018848e+00,-3.881815338134765625e+01
-6.496199607849121094e+00,-5.380807483464409735e+00,-4.106689834594726562e+01
-6.496199607849121094e+00,-5.897126226679021421e+00,-4.358459854125976562e+01
-6.496199607849121094e+00,-2.990397626897243200e+00,-3.871070098876953125e+01
-6.496199607849121094e+00,-5.075175335512855490e+00,-4.005401992797851562e+01
-6.496199607849121094e+00,-3.613797946642996806e+00,-3.994372558593750000e+01
-6.496199607849121094e+00,-2.305889167470224876e+00,-3.893545150756835938e+01
-6.496199607849121094e+00,-8.070443968925328448e+00,-4.793668365478515625e+01
-6.496199607849121094e+00,-9.522185402856873537e+00,-4.833588027954101562e+01
-6.496199607849121094e+00,-9.723297955418281902e+00,-5.081458663940429688e+01
-6.496199607849121094e+00,-7.359146657527989355e+00,-4.333105468750000000e+01
-6.496199607849121094e+00,-8.458976054307742132e+00,-4.646264266967773438e+01
-6.496199607849121094e+00,-4.544440248378309732e+00,-4.046353530883789062e+01
-6.496199607849121094e+00,-2.097884093959114793e+00,-3.890081024169921875e+01
-6.496199607849121094e+00,-6.227178149773560989e+00,-4.384592056274414062e+01
-6.496199607849121094e+00,-4.471444270343357452e+00,-4.060564804077148438e+01
-6.496199607849121094e+00,-7.944920339534276899e+00,-4.767937850952148438e+01
-6.496199607849121094e+00,-8.695694938609868530e+00,-4.483393859863281250e+01
-6.496199607849121094e+00,-6.061386638626593992e+00,-4.391927719116210938e+01
-6.496199607849121094e+00,-1.720075186218940289e+00,-3.855632781982421875e+01
-6.496199607849121094e+00,-6.605158480202563354e+00,-4.255130386352539062e+01
-6.496199607849121094e+00,-6.813905355214346926e+00,-4.184823608398437500e+01
-6.496199607849121094e+00,-4.291825795866591520e+00,-4.087297439575195312e+01
-6.496199607849121094e+00,-3.398667120288046739e+00,-3.933992004394531250e+01
-6.496199607849121094e+00,-1.138173518931116845e+00,-3.801425552368164062e+01
-6.496199607849121094e+00,-6.913359605669411323e+00,-4.170114135742187500e+01
-6.496199131011962891e+00,-3.971871143733492815e+00,-4.080219268798828125e+01
-6.496199607849121094e+00,-3.515145283757304284e+00,-3.965680694580078125e+01
-6.496199607849121094e+00,-7.583827040557599375e+00,-4.522235870361328125e+01
-6.496199607849121094e+00,-4.712306127670289335e+00,-4.014356994628906250e+01
-6.496199607849121094e+00,-7.236552426635052271e+00,-4.251428222656250000e+01
-6.496199607849121094e+00,-2.149119019774492045e+00,-3.892149734497070312e+01
-6.496199607849121094e+00,-9.165368881644578636e+00,-4.459976196289062500e+01
-6.496199607849121094e+00,-1.351802611574987267e+00,-3.815620040893554688e+01
-6.496199607849121094e+00,-5.559297377507212978e+00,-4.199782562255859375e+01
-6.496199607849121094e+00,-7.640572471426603229e+00,-4.571178054809570312e+01
-6.496199607849121094e+00,-9.299563513244191171e+00,-4.570816040039062500e+01
-6.496199607849121094e+00,-1.408961322052913800e+00,-3.820814514160156250e+01
-6.496199607849121094e+00,-3.209481611350699204e+00,-3.893840026855468750e+01
-6.496199607849121094e+00,-8.894707676797972695e+00,-4.400020980834960938e+01
-6.496199607849121094e+00,-3.890169457223402460e+00,-4.066044235229492188e+01
-6.496199607849121094e+00,-8.312121189405612398e+00,-4.735305404663085938e+01
-6.496199607849121094e+00,-9.121691611758535601e-01,-3.794811630249023438e+01
-6.496199607849121094e+00,-9.913999256041019947e+00,-5.246965408325195312e+01
-6.496199607849121094e+00,-4.904179534131279716e+00,-3.994296264648437500e+01
-6.496199607849121094e+00,-6.433609886135675637e+00,-4.325331878662109375e+01
-6.496199607849121094e+00,-1.789698876763369029e+00,-3.863689422607421875e+01
