evaluation,mae
2.000000000000000000e+00,2.801451278686523594e+01
1.000000000000000000e+01,2.887309617996215749e+01
2.000000000000000000e+01,2.597636976242065288e+01
3.000000000000000000e+01,2.417432147979736357e+01
4.000000000000000000e+01,2.450249355316162081e+01
5.000000000000000000e+01,2.208688615798950039e+01
6.000000000000000000e+01,2.184048042297363423e+01
7.000000000000000000e+01,2.191480503082275533e+01
8.000000000000000000e+01,2.189426118850708036e+01
9.000000000000000000e+01,2.180995641708373967e+01
1.000000000000000000e+02,2.174557796478271499e+01
