evaluation,mae
2.000000000000000000e+00,3.922427498579025240e+01
1.000000000000000000e+01,3.071641129493713507e+01
2.000000000000000000e+01,2.033410991668701229e+01
3.000000000000000000e+01,1.860701498031616197e+01
4.000000000000000000e+01,1.660627458572387738e+01
5.000000000000000000e+01,1.304157699584960994e+01
6.000000000000000000e+01,1.234177928924560597e+01
7.000000000000000000e+01,1.079285213470459048e+01
8.000000000000000000e+01,1.073564640045166030e+01
9.000000000000000000e+01,1.081125625610351548e+01
1.000000000000000000e+02,1.078086753845214929e+01
