controllable,dynamic,output
-8.046740913050349775e+00,7.346318765181557353e+00,1.044514857537390107e+01
-7.500000000000000000e+00,5.872519493103027344e+00,2.227594947814941406e+01
-7.020738601684570312e+00,6.380548477172851562e+00,3.493684005737304688e+01
-6.920215129852294922e+00,6.693552494049072266e+00,3.630979156494140625e+01
-6.952061653137207031e+00,5.383074760437011719e+00,3.485206985473632812e+01
-6.948460102081298828e+00,4.809561729431152344e+00,3.432015609741210938e+01
-6.948176383972167969e+00,4.509326457977294922e+00,3.448294448852539062e+01
-6.942759037017822266e+00,5.055664062500000000e+00,3.447646331787109375e+01
-6.937515258789062500e+00,5.623773097991943359e+00,3.579492568969726562e+01
-6.935496807098388672e+00,5.483933448791503906e+00,3.542749786376953125e+01
-6.933585166931152344e+00,6.667027473449707031e+00,3.611719512939453125e+01
-6.930246353149414062e+00,6.539639949798583984e+00,3.642762756347656250e+01
-6.926132678985595703e+00,6.431148052215576172e+00,3.670712280273437500e+01
-6.930053710937500000e+00,7.383327484130859375e+00,3.703694534301757812e+01
-6.930251598358154297e+00,7.918618202209472656e+00,3.960447311401367188e+01
-6.922155857086181641e+00,6.902260780334472656e+00,3.604319381713867188e+01
-6.919483661651611328e+00,6.722548961639404297e+00,3.627389526367187500e+01
-6.927255153656005859e+00,7.182495594024658203e+00,3.630369186401367188e+01
-6.931316375732421875e+00,7.882195472717285156e+00,3.947077178955078125e+01
-6.931237697601318359e+00,7.443024635314941406e+00,3.731267547607421875e+01
-6.932223320007324219e+00,7.559255123138427734e+00,3.791628265380859375e+01
-6.929063796997070312e+00,7.229298114776611328e+00,3.641767120361328125e+01
-6.934281826019287109e+00,7.879736423492431641e+00,3.940851211547851562e+01
-6.911832809448242188e+00,6.443586349487304688e+00,3.693811035156250000e+01
-6.933689117431640625e+00,7.130401134490966797e+00,3.605332565307617188e+01
-6.907584667205810547e+00,5.949172973632812500e+00,3.712252807617187500e+01
-6.904939174652099609e+00,5.388064384460449219e+00,3.571392822265625000e+01
-6.893353462219238281e+00,6.443531990051269531e+00,3.725386047363281250e+01
-6.889443397521972656e+00,6.514910697937011719e+00,3.718442535400390625e+01
-6.895016193389892578e+00,5.373420715332031250e+00,3.584622955322265625e+01
-6.905867099761962891e+00,4.399599552154541016e+00,3.529560852050781250e+01
