evaluation,mae
2.000000000000000000e+00,3.219649688720703296e+01
1.000000000000000000e+01,3.282662086486816122e+01
2.000000000000000000e+01,2.961966434478759780e+01
3.000000000000000000e+01,2.951718046188354450e+01
4.000000000000000000e+01,2.973272317886352667e+01
5.000000000000000000e+01,3.092615774154663200e+01
6.000000000000000000e+01,2.981775316238403306e+01
7.000000000000000000e+01,2.915345525741577148e+01
8.000000000000000000e+01,2.581150802612304673e+01
9.000000000000000000e+01,2.343070850372314595e+01
1.000000000000000000e+02,2.189788543701171974e+01
