evaluation,mae
2.000000000000000000e+00,2.606693355560302905e+01
1.000000000000000000e+01,6.322123832702637003e+00
2.000000000000000000e+01,1.627258834838867241e+00
3.000000000000000000e+01,1.289002914428710955e+00
4.000000000000000000e+01,1.113094711303710849e+00
5.000000000000000000e+01,7.781179809570312189e-01
6.000000000000000000e+01,6.488449096679687056e-01
7.000000000000000000e+01,5.411090087890625400e-01
8.000000000000000000e+01,4.518295288085937278e-01
9.000000000000000000e+01,3.170190429687499978e-01
1.000000000000000000e+02,2.211803436279296819e-01
