evaluation,mae
2.000000000000000000e+00,2.935641605377197294e+01
1.000000000000000000e+01,2.276204723358154425e+01
2.000000000000000000e+01,1.471723686218261662e+01
3.000000000000000000e+01,1.376642253875732358e+01
4.000000000000000000e+01,1.189114837646484446e+01
5.000000000000000000e+01,1.089384002685546804e+01
6.000000000000000000e+01,9.726381149291992045e+00
7.000000000000000000e+01,6.871628532409667756e+00
8.000000000000000000e+01,6.472462463378906072e+00
9.000000000000000000e+01,5.405124244689941015e+00
1.000000000000000000e+02,4.487747344970703267e+00
