evaluation,mape
2.000000000000000000e+00,9.405681224686144315e-01
1.000000000000000000e+01,8.176880398556659602e-01
2.000000000000000000e+01,7.206053363193722916e-01
3.000000000000000000e+01,6.587830554347052781e-01
4.000000000000000000e+01,6.555971947176153503e-01
5.000000000000000000e+01,4.112557844010897856e-01
6.000000000000000000e+01,1.404578816581480705e-01
7.000000000000000000e+01,1.291043618611283639e-01
8.000000000000000000e+01,1.267948529549294268e-01
9.000000000000000000e+01,1.274373532122647645e-01
1.000000000000000000e+02,1.292370489382495824e-01
