evaluation,mape
2.000000000000000000e+00,7.469318410673675412e-01
1.000000000000000000e+01,4.608520314035084442e-01
2.000000000000000000e+01,5.574496710061223048e-01
3.000000000000000000e+01,1.797959707096172810e-01
4.000000000000000000e+01,1.432401320598006567e-01
5.000000000000000000e+01,1.279559614240129706e-01
6.000000000000000000e+01,7.602997519608141463e-02
7.000000000000000000e+01,6.718493556405973066e-02
8.000000000000000000e+01,6.691018296208178784e-02
9.000000000000000000e+01,6.592053260788095781e-02
1.000000000000000000e+02,6.393487726957894357e-02
