evaluation,mape
2.000000000000000000e+00,7.468233599068720974e-01
1.000000000000000000e+01,5.045352106150864380e-01
2.000000000000000000e+01,4.680660851244043408e-01
3.000000000000000000e+01,4.652938194280879514e-01
4.000000000000000000e+01,4.115475870847085105e-01
5.000000000000000000e+01,2.265511076193807982e-01
6.000000000000000000e+01,5.633983776100105756e-02
7.000000000000000000e+01,2.483988138171708271e-02
8.000000000000000000e+01,2.362740914006142973e-02
9.000000000000000000e+01,2.238410606870232591e-02
1.000000000000000000e+02,1.943818107999011058e-02
