evaluation,mape
2.000000000000000000e+00,7.473224719333652066e-01
1.000000000000000000e+01,1.831826650134806000e-01
2.000000000000000000e+01,9.720222286817017943e-02
3.000000000000000000e+01,8.335402167710202759e-02
4.000000000000000000e+01,8.146157044850771412e-02
5.000000000000000000e+01,7.971156428914998038e-02
6.000000000000000000e+01,7.451029311258933197e-02
7.000000000000000000e+01,4.174279587906007394e-02
8.000000000000000000e+01,3.751581315438615172e-02
9.000000000000000000e+01,3.686220162522786670e-02
1.000000000000000000e+02,3.524148231824322797e-02
