evaluation,mape
2.000000000000000000e+00,7.950423183062603760e-01
1.000000000000000000e+01,4.282015087280431898e-01
2.000000000000000000e+01,4.453251445116117035e-01
3.000000000000000000e+01,4.263251085467050783e-01
4.000000000000000000e+01,3.462626130938288305e-01
5.000000000000000000e+01,2.130220519062228091e-01
6.000000000000000000e+01,1.686486821709812789e-01
7.000000000000000000e+01,1.678107423532518849e-01
8.000000000000000000e+01,1.675563325014042815e-01
9.000000000000000000e+01,1.658694956138687115e-01
1.000000000000000000e+02,1.159995610917410880e-01
