evaluation,mape
2.000000000000000000e+00,7.545111632293806103e-01
1.000000000000000000e+01,7.173989978193159311e-01
2.000000000000000000e+01,6.291953054354728625e-01
3.000000000000000000e+01,4.491354121919678977e-01
4.000000000000000000e+01,3.034056172848682009e-01
5.000000000000000000e+01,1.901238216224878097e-01
6.000000000000000000e+01,1.723482479440136550e-01
7.000000000000000000e+01,1.697297743932234537e-01
8.000000000000000000e+01,1.684266067747220430e-01
9.000000000000000000e+01,1.688930731753049974e-01
1.000000000000000000e+02,1.679358539827495722e-01
