evaluation,mape
2.000000000000000000e+00,7.337453442141601556e-01
1.000000000000000000e+01,6.905297465351304398e-01
2.000000000000000000e+01,4.909582150496440422e-01
3.000000000000000000e+01,2.185881571230573472e-01
4.000000000000000000e+01,9.253604673997128938e-02
5.000000000000000000e+01,9.387614546438083352e-02
6.000000000000000000e+01,9.238394149362509633e-02
7.000000000000000000e+01,9.185784133705773846e-02
8.000000000000000000e+01,9.130628442511623533e-02
9.000000000000000000e+01,6.976599757206385088e-02
1.000000000000000000e+02,6.766021493807851395e-02
