evaluation,mape
2.000000000000000000e+00,7.755059853776130607e-01
1.000000000000000000e+01,3.321853425658675696e-01
2.000000000000000000e+01,1.572113914898678744e-01
3.000000000000000000e+01,9.979143287440248034e-02
4.000000000000000000e+01,4.663767052732423896e-02
5.000000000000000000e+01,4.292332467419399805e-02
6.000000000000000000e+01,3.233558591919712122e-02
7.000000000000000000e+01,2.497853434918469867e-02
8.000000000000000000e+01,1.513700253848050334e-02
9.000000000000000000e+01,1.216877190683295085e-02
1.000000000000000000e+02,9.639559718644262823e-03
