controllable,environmental,output
5.053984230764283936e+00,-3.390312609417058809e-01,8.885212127806907390e+00
4.421427726745605469e+00,-5.101109668612480164e-02,3.032088279724121094e+00
5.037001609802246094e+00,-1.004037380218505859e+00,8.748222351074218750e+00
4.979505062103271484e+00,3.053730428218841553e-01,7.906378269195556641e+00
5.159638404846191406e+00,-4.981991648674011230e-01,1.011470413208007812e+01
5.285545825958251953e+00,-4.328571557998657227e-01,1.155783081054687500e+01
5.404088020324707031e+00,2.578436732292175293e-01,1.273359489440917969e+01
5.465987682342529297e+00,1.416558861732482910e+00,1.333952808380126953e+01
5.551815986633300781e+00,1.223270893096923828e+00,1.418124103546142578e+01
5.648875236511230469e+00,5.358731746673583984e-01,1.506523418426513672e+01
5.763556480407714844e+00,1.053507328033447266e+00,1.590726184844970703e+01
5.848274230957031250e+00,-2.962794899940490723e-01,1.659765815734863281e+01
5.935836315155029297e+00,5.820259451866149902e-01,1.680698776245117188e+01
5.982330322265625000e+00,-7.031934261322021484e-01,1.715355300903320312e+01
6.040524005889892578e+00,-7.250809073448181152e-01,1.727266883850097656e+01
6.153752803802490234e+00,-1.137277603149414062e+00,1.738090133666992188e+01
6.103759765625000000e+00,-2.528956651687622070e+00,1.823545837402343750e+01
5.989549160003662109e+00,-2.501046419143676758e+00,1.810191917419433594e+01
5.994500160217285156e+00,-2.014584064483642578e+00,1.810176086425781250e+01
6.023303985595703125e+00,-1.686980366706848145e+00,1.782815742492675781e+01
6.124890327453613281e+00,-1.924798011779785156e+00,1.816281127929687500e+01
6.458281517028808594e+00,-1.216072082519531250e+00,1.615392684936523438e+01
6.112637519836425781e+00,-2.673152685165405273e+00,1.815011978149414062e+01
6.080323696136474609e+00,-3.392006158828735352e+00,1.870264816284179688e+01
6.199735164642333984e+00,-3.064175605773925781e+00,1.805867767333984375e+01
5.925368785858154297e+00,-2.724871873855590820e+00,1.777311325073242188e+01
6.908366203308105469e+00,-2.894894361495971680e+00,1.198943901062011719e+01
-5.869035720825195312e+00,-1.446838259696960449e+00,3.069756507873535156e+01
