evaluation,mape
2.000000000000000000e+00,8.060425037110954261e-01
1.000000000000000000e+01,3.155319074048390515e-01
2.000000000000000000e+01,1.885819499304967062e-01
3.000000000000000000e+01,1.371952689328264918e-01
4.000000000000000000e+01,1.257096739964130294e-01
5.000000000000000000e+01,1.183914885055832728e-01
6.000000000000000000e+01,1.200343434666575615e-01
7.000000000000000000e+01,1.181815179453477305e-01
8.000000000000000000e+01,1.176170689614174786e-01
9.000000000000000000e+01,1.175554137753691414e-01
1.000000000000000000e+02,1.182319347903371259e-01
