evaluation,mape
2.000000000000000000e+00,7.245950199890124344e-01
1.000000000000000000e+01,3.282290887864343087e-01
2.000000000000000000e+01,2.367345633447588416e-01
3.000000000000000000e+01,1.393256046640093393e-01
4.000000000000000000e+01,7.884950322604525330e-02
5.000000000000000000e+01,2.825181036693387090e-02
6.000000000000000000e+01,1.817431037960718504e-02
7.000000000000000000e+01,1.309128625463039375e-02
8.000000000000000000e+01,8.992342339812400831e-03
9.000000000000000000e+01,3.541752129739618796e-03
1.000000000000000000e+02,4.350687041994325335e-03
