evaluation,mape
2.000000000000000000e+00,6.685128926394195981e-01
1.000000000000000000e+01,2.207957527961645350e-01
2.000000000000000000e+01,8.426338869393328046e-02
3.000000000000000000e+01,5.085713143506710721e-02
4.000000000000000000e+01,3.848884355141134889e-02
5.000000000000000000e+01,2.317489952030522826e-02
6.000000000000000000e+01,1.863297189051684247e-02
7.000000000000000000e+01,1.455138775377867039e-02
8.000000000000000000e+01,1.185297528236865620e-02
9.000000000000000000e+01,8.822737576796297124e-03
1.000000000000000000e+02,6.521230948507851510e-03
