evaluation,mape
2.000000000000000000e+00,9.630115492102960806e-01
1.000000000000000000e+01,9.458597314255797750e-01
2.000000000000000000e+01,8.368479630679642733e-01
3.000000000000000000e+01,1.433504387524662527e-01
4.000000000000000000e+01,1.183733473744932353e-02
5.000000000000000000e+01,2.362458917849398921e-03
6.000000000000000000e+01,3.192943880451183918e-03
7.000000000000000000e+01,3.254461456282164988e-03
8.000000000000000000e+01,3.248299171742303169e-03
9.000000000000000000e+01,3.253624206258358149e-03
1.000000000000000000e+02,3.272503202919351852e-03
