evaluation,mape
2.000000000000000000e+00,7.896150314365816270e-01
1.000000000000000000e+01,7.423094525162007296e-01
2.000000000000000000e+01,7.931346435864804478e-01
3.000000000000000000e+01,4.425436079944797818e-01
4.000000000000000000e+01,1.183317834047993566e-01
5.000000000000000000e+01,2.374914160346640324e-02
6.000000000000000000e+01,2.258689624064020088e-02
7.000000000000000000e+01,1.944770497439345797e-02
8.000000000000000000e+01,1.914726708685274975e-02
9.000000000000000000e+01,1.751095346260762506e-02
1.000000000000000000e+02,1.749803153407645043e-02
