evaluation,mape
2.000000000000000000e+00,2.247816712018919361e-01
1.000000000000000000e+01,4.733605719764840125e-01
2.000000000000000000e+01,4.717207256896925327e-01
3.000000000000000000e+01,4.775093734433762394e-01
4.000000000000000000e+01,1.853830186695472892e-01
5.000000000000000000e+01,1.974143638233303577e-01
6.000000000000000000e+01,2.034278716558955147e-01
7.000000000000000000e+01,2.039290844024251592e-01
8.000000000000000000e+01,1.991986583983255399e-01
9.000000000000000000e+01,1.664612700473430129e-01
1.000000000000000000e+02,1.729730715043954759e-02
