evaluation,mape
2.000000000000000000e+00,8.491536154505028300e-01
1.000000000000000000e+01,4.634162079390647393e-01
2.000000000000000000e+01,1.655386474596064472e-01
3.000000000000000000e+01,1.327748211705555570e-01
4.000000000000000000e+01,5.819277766568598659e-02
5.000000000000000000e+01,2.287202715471173264e-02
6.000000000000000000e+01,1.619964183871414054e-02
7.000000000000000000e+01,1.705415843368828996e-02
8.000000000000000000e+01,1.007168007760690827e-02
9.000000000000000000e+01,1.008888471914038722e-02
1.000000000000000000e+02,6.799784795110384340e-04
