evaluation,mape
2.000000000000000000e+00,6.401816143465941522e-01
1.000000000000000000e+01,3.499231032909639882e-01
2.000000000000000000e+01,1.722364210545891672e-01
3.000000000000000000e+01,1.918907445390155841e-01
4.000000000000000000e+01,1.673729238055312041e-01
5.000000000000000000e+01,1.635506360776564361e-01
6.000000000000000000e+01,1.376446572186645345e-01
7.000000000000000000e+01,1.347054175891305161e-01
8.000000000000000000e+01,8.584741771914566888e-02
9.000000000000000000e+01,7.687429276995620675e-02
1.000000000000000000e+02,7.656279673796949348e-02
