evaluation,mape
2.000000000000000000e+00,9.575305318760908291e-01
1.000000000000000000e+01,9.686979768130179469e-01
2.000000000000000000e+01,3.383903209058315986e-01
3.000000000000000000e+01,1.915263252971981800e-01
4.000000000000000000e+01,1.464911641448751051e-02
5.000000000000000000e+01,5.442790792064888805e-03
6.000000000000000000e+01,3.819676016348830423e-03
7.000000000000000000e+01,1.828269286430298521e-03
8.000000000000000000e+01,1.410515426214495110e-03
9.000000000000000000e+01,1.339781693773524915e-03
1.000000000000000000e+02,1.354989024156408881e-03
