evaluation,mape
2.000000000000000000e+00,8.739046577873491595e-01
1.000000000000000000e+01,5.289444050075086112e-01
2.000000000000000000e+01,4.387181041272849580e-01
3.000000000000000000e+01,6.185319797166868167e-02
4.000000000000000000e+01,4.858751726374133800e-02
5.000000000000000000e+01,1.266347842520187082e-02
6.000000000000000000e+01,1.148341421847386482e-02
7.000000000000000000e+01,1.016003796706573328e-02
8.000000000000000000e+01,1.043095779865710511e-02
9.000000000000000000e+01,1.047688743502254820e-02
1.000000000000000000e+02,1.053020179462668855e-02
