evaluation,mape
2.000000000000000000e+00,9.673042502169242329e-01
1.000000000000000000e+01,5.486739788665991879e-01
2.000000000000000000e+01,6.353315064232942788e-01
3.000000000000000000e+01,4.257397242642786406e-01
4.000000000000000000e+01,3.378590058639436289e-01
5.000000000000000000e+01,1.729559832929833674e-01
6.000000000000000000e+01,8.449245845912856101e-02
7.000000000000000000e+01,3.915346620060695948e-02
8.000000000000000000e+01,2.658544427373734503e-02
9.000000000000000000e+01,1.546712127867247606e-02
1.000000000000000000e+02,1.390091990959457053e-03
