evaluation,mae
2.000000000000000000e+00,2.336675873994827235e+00
1.000000000000000000e+01,2.270666422843933052e+00
2.000000000000000000e+01,1.799689548015594553e+00
3.000000000000000000e+01,1.544334493875503478e+00
4.000000000000000000e+01,7.590594077110290883e-01
5.000000000000000000e+01,1.341169214248657260e-01
6.000000000000000000e+01,1.134984064102172868e-01
7.000000000000000000e+01,3.200439453125000083e-02
8.000000000000000000e+01,3.753832340240478849e-02
9.000000000000000000e+01,2.475884914398193345e-02
1.000000000000000000e+02,1.285284519195556592e-02
