evaluation,mae
2.000000000000000000e+00,2.207405824363231517e+00
1.000000000000000000e+01,2.265064413994550829e+00
2.000000000000000000e+01,2.272853655405342455e+00
3.000000000000000000e+01,2.280954567585140591e+00
4.000000000000000000e+01,2.283953436249867242e+00
5.000000000000000000e+01,2.282430469226091940e+00
6.000000000000000000e+01,2.280374364387244057e+00
7.000000000000000000e+01,2.274137989617884159e+00
8.000000000000000000e+01,2.272782542817294527e+00
9.000000000000000000e+01,2.278349795565008939e+00
1.000000000000000000e+02,2.280075912773609215e+00
