evaluation,mae
2.000000000000000000e+00,3.076264137923717445e+00
1.000000000000000000e+01,2.939845114946365356e+00
2.000000000000000000e+01,2.317788977622985858e+00
3.000000000000000000e+01,7.882753944396972967e-01
4.000000000000000000e+01,2.509883689880371138e-01
5.000000000000000000e+01,1.259621620178222670e-02
6.000000000000000000e+01,6.529293060302734410e-03
7.000000000000000000e+01,6.776294708251953160e-03
8.000000000000000000e+01,7.267637252807617257e-03
9.000000000000000000e+01,7.334604263305664375e-03
1.000000000000000000e+02,7.965641021728515556e-03
