evaluation,mae
2.000000000000000000e+00,2.503147295713424647e+00
1.000000000000000000e+01,5.710577821731567250e-01
2.000000000000000000e+01,3.408138513565063255e-01
3.000000000000000000e+01,3.575636529922485152e-01
4.000000000000000000e+01,8.622002124786376509e-02
5.000000000000000000e+01,1.184691905975341839e-02
6.000000000000000000e+01,1.741049766540527302e-02
7.000000000000000000e+01,1.731382369995117243e-02
8.000000000000000000e+01,1.725255489349365387e-02
9.000000000000000000e+01,1.720891475677490193e-02
1.000000000000000000e+02,1.716981887817382868e-02
