evaluation,mae
2.000000000000000000e+00,2.532422849237919049e+00
1.000000000000000000e+01,2.095166566371917671e+00
2.000000000000000000e+01,2.462215724885463697e+00
3.000000000000000000e+01,2.160385361909866297e+00
4.000000000000000000e+01,1.636041581630706787e+00
5.000000000000000000e+01,1.442947480678558270e+00
6.000000000000000000e+01,7.351163530349731356e-01
7.000000000000000000e+01,6.083976078033447310e-01
8.000000000000000000e+01,5.626679325103759455e-01
9.000000000000000000e+01,1.544242334365844849e-01
1.000000000000000000e+02,1.993640422821044839e-02
