evaluation,mae
2.000000000000000000e+00,2.271422204971313530e+00
1.000000000000000000e+01,4.832323265075683660e-01
2.000000000000000000e+01,2.088439479768276374e+00
3.000000000000000000e+01,2.107746943235397463e+00
4.000000000000000000e+01,2.352956199645996060e-01
5.000000000000000000e+01,1.476389026641845570e-01
6.000000000000000000e+01,1.565444850921630937e-01
7.000000000000000000e+01,1.020253181457519455e-02
8.000000000000000000e+01,8.884010314941405764e-03
9.000000000000000000e+01,8.808374404907226562e-03
1.000000000000000000e+02,8.828496932983398784e-03
