evaluation,mae
2.000000000000000000e+00,2.934225242733955241e+00
1.000000000000000000e+01,2.992628320641815609e+00
2.000000000000000000e+01,3.010192971602082324e+00
3.000000000000000000e+01,2.511174923181533902e+00
4.000000000000000000e+01,1.618478503227233967e+00
5.000000000000000000e+01,6.879633522033691273e-01
6.000000000000000000e+01,2.223664665222168102e-01
7.000000000000000000e+01,4.275609970092773132e-02
8.000000000000000000e+01,9.102544784545897605e-03
9.000000000000000000e+01,7.822837829589843889e-03
1.000000000000000000e+02,6.321401596069336180e-03
