evaluation,mape
2.000000000000000000e+00,8.559430046247684665e-01
1.000000000000000000e+01,6.109564140431706925e-01
2.000000000000000000e+01,3.408207558362585377e-01
3.000000000000000000e+01,1.640115909509268777e-01
4.000000000000000000e+01,1.000476821784512527e-01
5.000000000000000000e+01,4.559362697731763475e-02
6.000000000000000000e+01,2.151297681113227903e-02
7.000000000000000000e+01,1.414855359062953781e-02
8.000000000000000000e+01,9.568872155243594857e-03
9.000000000000000000e+01,5.756332407213447279e-03
1.000000000000000000e+02,6.188245461490044300e-03
