evaluation,mape
2.000000000000000000e+00,7.557184035538966338e-01
1.000000000000000000e+01,4.158222540689203717e-01
2.000000000000000000e+01,2.236983769131768163e-01
3.000000000000000000e+01,1.318040881563246058e-01
4.000000000000000000e+01,1.113540083331303332e-01
5.000000000000000000e+01,5.650562486173324461e-02
6.000000000000000000e+01,4.065329136573781615e-02
7.000000000000000000e+01,3.883769888863641134e-02
8.000000000000000000e+01,3.638167460759385297e-02
9.000000000000000000e+01,3.519301216305939506e-02
1.000000000000000000e+02,3.672312351894237159e-02
