evaluation,mape
2.000000000000000000e+00,6.485150752146878750e-01
1.000000000000000000e+01,6.518756367860111256e-01
2.000000000000000000e+01,6.554679502091720344e-01
3.000000000000000000e+01,6.249304954715619864e-01
4.000000000000000000e+01,6.282407826681927210e-01
5.000000000000000000e+01,1.286898508137315766e-01
6.000000000000000000e+01,1.044474723459353355e-01
7.000000000000000000e+01,9.708866500195460769e-02
8.000000000000000000e+01,9.184383179721578028e-02
9.000000000000000000e+01,9.063449758450606297e-02
1.000000000000000000e+02,8.925269266889579445e-02
