evaluation,mape
2.000000000000000000e+00,7.441590106982970410e-01
1.000000000000000000e+01,4.990379028003864015e-01
2.000000000000000000e+01,4.620590346205956100e-01
3.000000000000000000e+01,4.594703510095032306e-01
4.000000000000000000e+01,4.080808516040159706e-01
5.000000000000000000e+01,2.240226488289638607e-01
6.000000000000000000e+01,5.296806820728958837e-02
7.000000000000000000e+01,2.367966305370566155e-02
8.000000000000000000e+01,2.234101859146529756e-02
9.000000000000000000e+01,2.095542020202314018e-02
1.000000000000000000e+02,1.780537292665767754e-02
