controllable,environmental,output
-6.496198654174804688e+00,-2.553762674331665039e+00,-3.883291625976562500e+01
-6.496084213256835938e+00,1.303467154502868652e-02,-3.783700561523437500e+01
-6.496163845062255859e+00,7.803183197975158691e-01,-3.771862792968750000e+01
-6.496200561523437500e+00,1.546811461448669434e+00,-3.774467086791992188e+01
-6.496101856231689453e+00,-7.744173526763916016e+00,-4.654179382324218750e+01
-6.496199131011962891e+00,-8.639548301696777344e+00,-4.519396591186523438e+01
-6.496198654174804688e+00,-3.277354240417480469e+00,-3.906240463256835938e+01
-6.496161937713623047e+00,-1.218589782714843750e+00,-3.805776596069335938e+01
-6.496197700500488281e+00,-6.753379821777343750e+00,-4.200864791870117188e+01
-6.496169567108154297e+00,-4.846602439880371094e+00,-3.997335052490234375e+01
-6.496101856231689453e+00,-3.644801378250122070e+00,-4.003407287597656250e+01
-6.496151447296142578e+00,-5.599359035491943359e+00,-4.221618652343750000e+01
-6.496191024780273438e+00,-2.782155275344848633e+00,-3.870997619628906250e+01
-6.496199131011962891e+00,-1.779817491769790649e-01,-3.788211822509765625e+01
-6.496165275573730469e+00,-3.921912193298339844e+00,-4.072075653076171875e+01
-6.496109962463378906e+00,-1.580917954444885254e+00,-3.839209747314453125e+01
-6.496095180511474609e+00,5.650753974914550781e-01,-3.773180007934570312e+01
-6.496148586273193359e+00,-4.629086971282958984e+00,-4.029523849487304688e+01
-6.496198177337646484e+00,-2.062394618988037109e+00,-3.888193893432617188e+01
-6.496195793151855469e+00,-6.027308940887451172e+00,-4.388247680664062500e+01
-6.496182918548583984e+00,-8.052230834960937500e+00,-4.792373275756835938e+01
-6.496190547943115234e+00,-5.258721828460693359e+00,-4.054606628417968750e+01
-6.496199607849121094e+00,-7.123554706573486328e+00,-4.199319458007812500e+01
-6.496198654174804688e+00,-6.440097093582153320e-01,-3.793173217773437500e+01
-6.496198177337646484e+00,-7.388556480407714844e+00,-4.355799865722656250e+01
