evaluation,mape
2.000000000000000000e+00,7.428593118510637971e-01
1.000000000000000000e+01,3.908909553851344088e-01
2.000000000000000000e+01,2.568975606336911799e-01
3.000000000000000000e+01,1.955633660110754346e-01
4.000000000000000000e+01,8.594188068452025819e-02
5.000000000000000000e+01,8.339194616760631229e-02
6.000000000000000000e+01,3.329017757943544820e-02
7.000000000000000000e+01,3.229553675718571659e-02
8.000000000000000000e+01,2.610855910380532191e-02
9.000000000000000000e+01,2.157980582015368506e-02
1.000000000000000000e+02,2.019771961478136757e-02
