evaluation,mae
2.000000000000000000e+00,1.999684406518936086e+00
1.000000000000000000e+01,2.217435936331749069e+00
2.000000000000000000e+01,2.086010295152664007e+00
3.000000000000000000e+01,6.337202644348144398e-01
4.000000000000000000e+01,5.998625946044922053e-01
5.000000000000000000e+01,6.509209060668945668e-01
6.000000000000000000e+01,9.545537114143372026e-01
7.000000000000000000e+01,1.126873059272766042e+00
8.000000000000000000e+01,1.152449812889099201e+00
9.000000000000000000e+01,1.147895728349685562e+00
1.000000000000000000e+02,1.090625190734863192e+00
