evaluation,mae
2.000000000000000000e+00,1.691095476150512589e+00
1.000000000000000000e+01,2.076800930500030340e+00
2.000000000000000000e+01,7.115443229675293413e-01
3.000000000000000000e+01,5.083566761016845570e-01
4.000000000000000000e+01,3.978587484359741300e-01
5.000000000000000000e+01,1.822884035110473588e-01
6.000000000000000000e+01,1.768633842468261830e-01
7.000000000000000000e+01,1.553776788711547785e-01
8.000000000000000000e+01,9.620072364807129295e-02
9.000000000000000000e+01,5.501291275024414174e-02
1.000000000000000000e+02,4.886574268341064425e-02
